防災資訊_河川警戒,http://wise.wra.gov.tw/dataset/waterlevelwarningofdisasterpreventioninformation,經濟部水利署災害緊急應變小組，運用長期防災應變等相關經驗，進一步結合雨量、水位、水庫等即時資料，透過電腦科技的運算，提供民眾與相關單位水位警戒。讓民眾了解居家淹水風險，及早準備，降低災害的發生。本資料集係連結到KML(Keyhole Markup Language)檔案清冊，該格式是基於XML（eXtensible Markup...
高屏溪水系隘寮溪支流武洛溪河川區域圖,http://wise.wra.gov.tw/dataset/riverareamapofwuluoriver,由於社會發展迅速，沿岸土地利用及使用行為越來越多元，加以兩岸土地地籍重測、堤防護岸興建及自然環境變遷等因素，為使河川有效管理且顧及民眾權益及安全，需予劃定河川區域，釐訂管理範圍。依據水利法第78條之2與河川管理辦法第6及第7條規定，本署製作「高屏溪水系隘寮溪支流武洛溪河川區域圖」，其係經測量製作為數值河川圖籍後再轉換為KML檔案以供使用者下載套匯，並僅...
河川專題文章,http://wise.wra.gov.tw/dataset/rivertopicarticle,本資料集包含蒐集相關親水、河川復育、河川景觀整治工程、河川、水資源保育、水源、生態工程、生態保育、防災、節水、水文、教育、工程等水利生態相關文章。本資料集係由水利署資訊室水利知識服務網資料庫管理系統所提供。主要以「預知民眾需求」、「環境教育」、「學術研究」為導向配合水利署提出知相關主題，聘請水利生態相關領域之專家、達人、學者進行邀稿。每年不定期收錄相關...
河川流量測站站況,http://wise.wra.gov.tw/dataset/riverflowobservatoryprofile,本資料集主要描述水利署所屬流量站之基本資料，有助於了解流量站的相關內容。 資料集中包括包括測站所屬流域，主流、測站所屬之流域，支流、次支流，次支流、一級警戒水位高、二級警戒水位高，、三級警戒水位高、流域編號、是否易受天災破壞、所需車程、測站有市電供電、工程施工管理、設置之橋樑或構造物名稱、...
水資源作業基金附屬單位決算,http://wise.wra.gov.tw/dataset/waterresourcesoperationfundsubordinateagencyfinancialstatement,本資料集包括：「收支決算及說明、現金流量決算、平衡表明細、餘絀撥補明細」。
河川水位測站站況,http://wise.wra.gov.tw/dataset/riverstageobservatoryprofile,"本資料集主要描述水利署所屬水位站之基本資料，有助於了解水位站的相關內容。
包括測站所屬流域，主流、測站所屬之流域，支流、次支流，次支流、一級警戒水位高、二級警戒水位高，、三級警戒水位高、流域編號、是否易受天災破壞、所需車程、測站有市電供電、工程施工管理、設置之橋樑或構造物名稱、..."
水利署生活用水量統計,http://wise.wra.gov.tw/dataset/waterresourcesagencywaterconsumptionstatisticsfordomesticusage,本資料集為每年委辦統計前一年度資料並產製一次，各標的用水之運用情形，長久以來皆為經建、水利相關單位及各學術研究單位所重視，為使政府對於各項用水量，能有明確之統計數據，以利於各項用水政策的訂定，及各界進行水資源規劃之參考，本水利署為提供大眾此項寶貴資訊，固定每年出版用水統計報告。前揭統計年報之統計、編寫方式已沿用多年，近年來水資源開發及應用情勢變化日趨多...
中部地區水資源管理最新消息,http://wise.wra.gov.tw/dataset/centerregionwaterresourcesmanagementnews,"中部地區水資源管理最新消息，目前提供鯉魚潭水庫、石岡壩、集集攔河堰、湖山水庫、大安大甲溪水源聯合運用輸水工程計畫、烏溪鳥嘴潭人工湖工程計畫及大金海淡擴建工程之最新訊息，資料項目將會機動調整，以提供最新最完整之內容予社會大眾。本訊息由經濟部水利署中區水資源局提供。本局位於烏溪水系大里溪支流草湖溪左岸，左臨水利署水利規劃試驗所,右接水利署第三河川局,行政區..."
水利署及所屬法定預算,http://wise.wra.gov.tw/dataset/wralegalbudget,本資料集包括：「歲入來源別預算表、歲出機關別預算表、歲入項目說明提要表、歲出計畫提要及分支計畫概況表、各項費用彙計表、歲出用途別科目分析表、資本支出分析表、人事費用分析表、預算員額明細表、公務車輛明細表、辦公房舍明細表、補助經費分析表、捐助經費分析表、派員出國計畫預算總表、派員出國計畫類別表-開會、派員赴大陸計畫預算表、歲出按職能及經濟性綜合分類表、跨...
中區水資源局轄管水庫、堰、壩洩洪訊息,http://wise.wra.gov.tw/dataset/reservoirweirdamfloodmessageofcentralregionwaterresourcesoffice,經濟部水利署中區水資源局轄管水庫、堰、壩洩洪訊息，訊息來源包含鯉魚潭水庫、石岡壩、集集攔河堰及湖山水庫，於堰、壩有排洪、排砂、調節水量等需求，需要開啟閘門或水庫自然溢流情形發生時，公告相關訊息，提醒下游低窪地區民眾注意防範。由經濟部水利署中區水資源局提供，中區水資源局主管台灣中部地區水資源工程規劃、設計、施工，與所轄鯉魚潭水庫、石岡壩及集集攔河堰之營運...
水利署及所屬預算案,http://wise.wra.gov.tw/dataset/wrabudgetproposal,本資料集包括：「歲入來源別預算表、歲出機關別預算表、歲入項目說明提要表、歲出計畫提要及分支計畫概況表、各項費用彙計表、歲出用途別科目分析表、資本支出分析表、人事費用分析表、預算員額明細表、公務車輛明細表、辦公房舍明細表、補助經費分析表、捐助經費分析表、派員出國計畫預算總表、派員出國計畫類別表-開會、派員赴大陸計畫預算表、歲出按職能及經濟性綜合分類表、跨...
水資源作業基金附屬單位會計報表,http://wise.wra.gov.tw/dataset/waterresourcesoperationfundaccountingstatement,本資料集包括：「收支餘絀明細、購建固定資產計畫執行情形、平衡表明細」。主要描述水資源作業基金辦理水庫、海堤、河川及排水設施之管理、清淤疏濬、災害搶修搶險、相關人才培訓、回饋措施及溫泉業務等預算執行情形。本資料集的製作方式係由經濟部水利署所屬三區水資源局及經濟部水利署將預算執行資料報送後彙整，由經濟部水利署於期限前完成彙編。
水資源作業基金預算案,http://wise.wra.gov.tw/dataset/waterresourcesoperationfund,本資料集包括：「收支預計表及說明、現金流量預計表及補充說明、預計平衡表、餘絀撥補預計表」。
水利署水庫警告設施設置圖,http://wise.wra.gov.tw/dataset/waterresourcesagencywarningfacilityinreservoir,強化我國民眾從事水域遊憩活動之安全資訊，擴大公私部門水域事故防災地圖資料之整合，並參照政府資料開放平臺之資料開放（Open...
水利署及所屬單位決算,http://wise.wra.gov.tw/dataset/waterresourcesagencyunitfinalreport,本資料集包括：「歲入來源別決算表、歲出政事別決算表、歲出機關別決算表、以前年度歲入來源別轉入數決算表、以前年度歲出政事別轉入數決算表、以前年度歲出機關別轉入數決算表、歲入類平衡表(決算)、經費類平衡表(決算)」。
水利署_招標及決標訊息,http://wise.wra.gov.tw/dataset/waterresourcesagencytheannouncementfortenderandawardofpublicbidding,提供書面公共工程及採購契約資訊
水利署統計書刊,http://wise.wra.gov.tw/dataset/waterresourcesagencystatisticbooksandperiodicals,提供水利統計書刊
水利署統計分析,http://wise.wra.gov.tw/dataset/waterresourcesagencystatisticanalysis,提供各縣市水利統計分析
水利署統計資料指標,http://wise.wra.gov.tw/dataset/waterresourcesagencystatisticaldataindicator,提供水利統計資料指標
水利署研究計畫報告書基本資料,http://wise.wra.gov.tw/dataset/waterresourcesagencyresearchprojectreportprofile,本資料集提供計畫成果歸檔後資料，研究計畫包含科專計畫、一般研究、調查研究、研究發展類計畫等四類。主要提供水利署辦理之委託服務計畫基本資料，包括計畫年度、計畫編號、中、英文計畫名稱、計畫主類別、計畫次類別、主辦人員機關、單位、契約開始日期、契約結束日期、契約經費資本門、契約經費經常門、中文計畫摘要、英文計畫摘要、年度項目、受委託機構、主持人姓名、中文關鍵...
水利署所屬雨量站基本資料,http://wise.wra.gov.tw/dataset/waterresourcesagencyrainfallstationsprofile,本資料集主要包含經濟部水利署所轄雨量觀測站站況基本資料，包括測站站號、中文站名、中文站址、英文站址、流域編號、縣市代碼、鄉鎮代碼、TM2度分帶97X坐標、TM2度分帶97Y坐標、標高、存廢代碼、設置地點之單位名稱、測站所屬村里、測站所屬之流域(支流)、測站所屬之流域(次支流)、設備類型、是否有傳輸設備等。本資料集資料內容更新頻率為每年一次，於每年度資料...
水利署公務統計方案,http://wise.wra.gov.tw/dataset/waterresourcesagencypublicservicestatisticscheme,提供公務統計方案
水利署組織職掌及聯絡方式,http://wise.wra.gov.tw/dataset/waterresourcesagencyorganizationdutyandconnection,提供水利署組織與職掌、地址、電話、傳真、網址及電子郵件信箱連結
水利署最新消息,http://wise.wra.gov.tw/dataset/waterresourcesagencynews,提供水利署最新訊息，包括新聞稿、公告及徵才等。
水利署水利統計簡訊,http://wise.wra.gov.tw/dataset/waterresourcesagencyhydraulicstatisticmessage,提供各期水利統計簡訊
水利署國賠統計,http://wise.wra.gov.tw/dataset/waterresourcesagencygovernmentcompensationstatistical,辦理國家賠償事件收結情形表
水利署_決算書,http://wise.wra.gov.tw/dataset/waterresourcesagencyfinalreport,提供年度決算
水利署_統計動態,http://wise.wra.gov.tw/dataset/waterresourcesagencydynamicstatistics,提供水利統計動態
水利署疏濬資訊(2013年9月以後),http://wise.wra.gov.tw/dataset/waterresourcesagencydredgeinformation_x0028_afterseptember2013_x0029_,本資料集主要提供全台灣水利署所掌管之最新各中央管河川疏濬資訊，包括淤積量、規劃量與目前執行量等相關資訊。
水利署委辦計畫基本資料,http://wise.wra.gov.tw/dataset/waterresourcesagencycommissionedprojectprofile,提供水利署委辦計畫基本資料供參考
水利署及所屬單位位置圖,http://wise.wra.gov.tw/dataset/waterresourcesagencyandsubunitlocation,"
本資料集主要描述水利署暨所屬機關之辦公廳設位置資訊，用以提供各政府機關及受政府機關委託計畫之民間機構、團體或學術單位使用，欄位顯示為水利署單位名稱，地理空間資料表現形式為點，資料筆數總計18筆。
使用Google Earth軟體開啟本檔案，因Google提供之底圖影像並無經過精密之正射校正，圖層套疊時會產生些許誤差。
"
自來水生活用水量統計,http://wise.wra.gov.tw/dataset/thedomesticconsumptionofwater,年報，次年3月15日前上載；按各縣市別統計自來水生活用水量及每人每日生活用水量
自來水用水量,http://wise.wra.gov.tw/dataset/theconsumptionofwater,全台各縣市及鄉鎮市區之每月售水量資料
含沙量測站位置圖,http://wise.wra.gov.tw/dataset/sendcontentlocation,水利署暨所屬機關提供各政府機關及受政府機關委託計畫之民間機構、團體或學術單位使用各含沙量測站的相關點位資訊。
河川支流,http://wise.wra.gov.tw/dataset/riversubsidiarybasin,"
本資料集主要描述臺灣地區各依中央主管機關認定其屬於水資源開發或國土保育或區域發展關係重大之水系，並經公告之水道。內容包含流域名稱、河川名稱等項目。河川依其管理權責，分為中央管河川、直轄市管河川及縣（市）管河川三類。..."
河川復育英文版新聞,http://wise.wra.gov.tw/dataset/riverrestorationnewsinenglishedition,本資料集主要係就河川復育蒐集英文版新聞，河川復育之理念與實踐源自歐洲。根據過去的研究，河川復育較嚴格的定義乃指「修復因人類活動所導致環境之損害，重建河川生態環境系統，在結構上與功能上回復至未受人類開發活動干擾前之自然狀態」。然而，由於人類開發活動干擾前的原始河川環境狀態目前並無歷史資料可遵循得知，修復河川系統至原始的自然情況在事實上難以達成；因此，在實...
河川斷面線位置圖,http://wise.wra.gov.tw/dataset/rivercrosslinelocation,水利署暨所屬機關提供各政府機關及受政府機關委託計畫之民間機構、團體或學術單位使用各河川斷面線位置的相關線段資訊。
河川河道,http://wise.wra.gov.tw/dataset/rivercoursebasin,"
本資料集主要描述臺灣地區各依中央主管機關認定其屬於水資源開發或國土保育或區域發展關係重大之水系，並經公告之水道。內容包含流域名稱、河川名稱等項目。河川依其管理權責，分為中央管河川、直轄市管河川及縣（市）管河川三類。..."
水利事業歷史用地取得作業執行情形,http://wise.wra.gov.tw/dataset/historicallandretrievingrecord,水利工程用地取得之執行作業歷史資料
疏濬點位資料,http://wise.wra.gov.tw/dataset/dredgingdata,本資料集主要提供全台灣水利署所掌管之最新各中央管河川疏濬資訊，包括疏濬規劃量與目前執行量等相關資訊。
水源保育與回饋費徵收與執行成果,http://wise.wra.gov.tw/dataset/compensationimpose,歷年水源保育與回饋費徵收金額以及經費分配運用狀況
地下水水位年度統計,http://wise.wra.gov.tw/dataset/annualstatisticsofgroundwaterlevel,本資料集主要為描述水利署所屬各地下水井之年度水位統計資訊，包含各井之年平均水位、年最高日水位、年最高日水位發生日、年最低日水位、年最低日水位發生日、瞬間最高水位、瞬間最高水位發生日時、瞬間最低水位、瞬間最低水位發生日時刻等，有助於了解各觀測井每年度水位之極值，並可利用此資料集掌握觀測井歷年極值變化之趨勢。本資料集的製作方式由水利署所屬第一~十河川局每月...
寶山第二水庫濁度資料,http://wise.wra.gov.tw/dataset/secondbaoshanreservoirturbidity,有鑒於新竹地區工商業的迅速發展、科學園區的產業欣欣向榮，吸引大量外來人口，導致公共及工業用水量與日俱增，用水的需求量早已不是寶山水庫、永和山水庫能夠承擔負荷的。因此，為增進新竹地區水源的供應，經濟部水利署、台灣自來水公司與新竹縣政府共同興建寶山第二水庫。...
石門水庫濁度資料,http://wise.wra.gov.tw/dataset/shimenreservoirturbidity,石門水庫位於大漢溪中游，地處桃園市大溪區與龍潭區、復興區、新竹縣、關西鎮之間，由於溪口處有雙峰對峙狀若石門，因而得名。其興建緣由，主要是因為大漢溪上游陡峻，無法涵蓄水源，延及下游各地區常遭水旱之苦；政府為解決民困、發展農業、興修水利，自民國四十五年七月展開興建石門水庫工作，並於五十三年六月完工，歷時八載，參加員工七千餘人，建設經費約達新台幣三十二億元，...
卑南溪種植區域等級劃分,http://wise.wra.gov.tw/dataset/classificationofplantingareaofbeinanbrook,根據現行最新修訂公告之河川區域種植規定，八河局於105年度完成卑南溪水系種植區域分級劃設。將河川區域之可種植區域劃分為五等級。本資料將五個等級劃分之各區域以圖幅表示。民眾可先閱覽初步瞭解所使用土地位於哪個區域及其劃分等級並可知曉依法令可種植之植物。目前卑南溪水系種植區域等級大多為第四級或第五級。另依據河川管理辦法第三十七條第四款禁止種植區域「其他為確保...
大臺北華城社區內各污水下水道系統水量累計歷年統計資料,http://wise.wra.gov.tw/dataset/wastewatersewercumulativewaterquantitystatisticsintaipeihuachengcommunity,依據新北市政府100年5月27日北府水設字第一○○○五三二五七七一號公告之公告事項二：「經下水道主管機關核定之專用下水道系統內部建築物納管部份，由該局(經濟部水利署臺北水源特定區管理局)作總量管制」。是以，本局於專用下水道系統僅做總量管制。依據政府資料開放授權條款及為使污水審查污水量累計透明化，故將大臺北華城社區內各污水下水道系統水量累計歷年統計資料開...
牡丹水庫集水區範圍圖,http://wise.wra.gov.tw/dataset/catchmentareaofmudanreservoir,牡丹水庫集水區範圍位於屏東縣牡丹鄉四重溪上游，所攔蓄汝仍溪及牡丹溪水量，供應家用及公共給水、農業用水等用水標的使用。本水庫集水區範圍係以牡丹水庫大壩以上全流域稜線以內所涵蓋之區域為原則劃設而成，集水區面積約66.48平方公里。經濟部水利署南區水資源局於101年12月依據「水庫集水區圖資製作與查認作業要點」規定，提送鯉魚潭水庫集水區範圍，並於104年11...
阿公店水庫集水區範圍圖,http://wise.wra.gov.tw/dataset/catchmentareaofagongdianreservoir,阿公店水庫集水區範圍位於高雄市燕巢區小崗山東麓與岡山區、田寮區交界，攔蓄之阿公店溪水源和由旗山溪月眉攔河堰（以下簡稱月眉堰）越域引水引取水源，供應家用及公共給水、農業用水、工業用水等用水標的與防洪目標使用。本水庫集水區範圍係以阿公店水庫大壩以上全流域稜線以內所涵蓋之區域為原則劃設而成，集水區面積約30.07平方公里。經濟部水利署南區水資源局於101年1...
石岡壩集水區範圍圖,http://wise.wra.gov.tw/dataset/catchmentareaofshigangdam,石岡壩水庫集水區範圍位於台中市石岡區大甲溪最下游，所攔引大甲溪水源，供作家用及公共給水、農業用水、工業用水等用水標的使用。本水庫集水區範圍係以石岡壩大壩以上全流域稜線以內所涵蓋之區域為原則劃設而成，集水區面積約186.45平方公里。經濟部水利署中區水資源局於102年2月28日依據「水庫集水區圖資製作與查認作業要點」規定，提送石岡壩水庫集水區範圍，並於1...
鯉魚潭水庫集水區範圍圖,http://wise.wra.gov.tw/dataset/catchmentareaofliyutanreservoir,鯉魚潭水庫集水區範圍位於苗栗縣景山溪下游，攔蓄景山溪水源及由士林攔河堰水庫(以下簡稱士林攔河堰)引入大安溪水源，供應家用及公共給水、農業用水及工業用水等用水標的使用，是一座離槽水庫。本水庫集水區範圍係以鯉魚潭水庫大壩以上全流域稜線以內所涵蓋之區域為原則劃設而成，集水區面積約52.77平方公里。經濟部水利署中區水資源局於102年2月28日依據「水庫集水區...
寶山第二水庫集水區範圍圖,http://wise.wra.gov.tw/dataset/catchmentareaofsecondbaoshanreservoir,寶山第二水庫集水區範圍位於新竹縣寶山鄉山湖村境內，攔蓄峨眉溪支流石井溪及由上坪堰越域引入頭前溪支流上坪溪等水源，供應家用及公共給水、農業用水、工業用水及水力用水等多目標使用，是一座離槽水庫。本水庫集水區範圍係以寶山第二水庫大壩以上全流域稜線以內所涵蓋之區域為原則劃設而成，集水區面積約2.83平方公里。經濟部水利署北區水資源局於101年12月依據「水庫集...
水利署臺北水源特定區管理局所發建築執照執照發照歷年統計,http://wise.wra.gov.tw/dataset/waterresourcesagencytaipeiwatermanagementofficereleasedconstructionpermitstatistics,臺北水源特定區管理局建管課主要業務為處理特定區發布後主要計畫與細部計畫之執行，無妨礙都市計畫與土地使用分區證明之核發，特定區計畫樁位測定埋設與維護管理，拆除執照、建造執照、雜項執照及使用執照之核發，建築物之施工及使用管理，建築線指定、畸零地合併使用與法定空地證明之核發，違章建築之查報、認定及處理。關於建管之災害應變、搶救擬定與陳報，以及其他臨時交辦事項...
海堤區域公告一覽表,http://wise.wra.gov.tw/dataset/announcementofseawallzone,資料來源為經濟部水利署歷年辦理臺灣北部地區、中部地區、南部地區、東部地區及離島地區海岸海堤區域檢討變更勘測計畫，包含臺南市海堤、臺北縣海堤、基隆縣海堤、桃園縣海堤、新竹縣海堤、苗栗縣海堤、臺中縣海堤、彰化縣海堤、新竹市海堤、雲林縣海堤、嘉義縣海堤、臺南縣海堤、高雄縣海堤、屏東縣海堤、金門縣海堤、澎湖縣海堤、連江縣海堤、宜蘭縣海堤、花蓮縣海堤及臺東縣海堤...
中央管河川河川區域公告一覽表,http://wise.wra.gov.tw/dataset/announcementofcentralriverzone,資料來源為經濟部水利署河川區域勘測計畫之資料，包括臺灣各中央管河川水系(蘭陽溪水系、磺溪水系、淡水河系、鳳山溪水系、頭前溪水系、中港溪水系、後龍溪水系、大安溪水系、大甲溪水系、烏溪水系、濁水溪水系、北港溪水系、朴子溪水系、八掌溪水系、急水溪水系、曾文溪水系、鹽水溪水系、二仁溪水系、阿公店溪水系、高屏溪水系、東港溪水系、四重溪水系、卑南溪水系、秀姑巒溪水...
中央管區域排水設施範圍公告一覽表,http://wise.wra.gov.tw/dataset/announcementofcentraldrainagezone,資料來源為經濟部水利署區域排水設施範圍勘測計畫所統整中央管區域排水系統資料。本資料集已公告之中央管區域排水，包含深澳坑溪排水、大內坑溪排水、塔寮坑溪排水、鶯歌溪(兔子坑溪)排水、德盛溪排水、四湖支線、鹽港溪排水、客雅溪排水、柯子湖溪排水、旱溪排水、柳川排水、同安厝排水、港尾子溪排水、四塊厝圳支線、員寶庄圳支線、大埔厝圳支線、興安排水、興安排水中四、後庄...
水利署地層下陷平均下陷速率等值線,http://wise.wra.gov.tw/dataset/waterresourcesagencylandsubsidenceaveragerateisopleth,本資料提供民國90年至91年、民國91年至92年、民國92年至93年、民國93年至94年、民國94年至95年、民國95年至96年、民國96年至97年、民國97年至98年、民國98年至99年、民國99年至100年、民國100年至101年、民國101年至102年、民國102年至103年、民國103年至104年、民國104年至105年之苗栗縣、台南市、高雄市...
水利署地層下陷累積下陷量等值線,http://wise.wra.gov.tw/dataset/waterresourcesagencylandsubsidenceaccumulatedvalueisopleth,本資料提供台北地區83年至103年、彰化地區81年至105年、彰化地區90年至105年、雲林地區81年至105年、雲林地區88年至105年、嘉義地區80年至105年、嘉義地區93年至105年、宜蘭地區81年至103年、台南地區90年至103年、高雄地區95年至105年、屏東地區83年至105年及屏東地區90年至105年之地層下陷地區累積下陷量資訊，讓使...
水利署地層下陷深層水準樁監測資訊,http://wise.wra.gov.tw/dataset/waterresourcesagencylandsubsidencedeepbenchmarkobservationdata,提供全臺地層下陷地區深層水準樁之監測資訊，讓使用者瞭解現有深層水準樁於對應深度壓縮結果之連續監測資料。截至105年度止，水利署共計建置3支深層水準樁，包括雲林縣土庫鎮土庫國中深度130及300公尺、雲林縣土庫鎮秀潭國小深度70公尺，未來將持續於彰化、雲林、嘉義、臺南及屏東地區地層下陷區評估增設深層水準樁之必要性。深層水準樁提供單一測站由地表至地下特定深...
水利署地層下陷深層水準樁基本資料,http://wise.wra.gov.tw/dataset/waterresourcesagencylandsubsidencedeepbenchmarkprofile,本資料集提供全臺水利署所屬之深層水準樁基本資訊，深層水準樁使用之自動量測系統包含電子式變位計與自動式記錄器，其中系統外接太陽能電源搭配蓄電池模組，透過訊號線連接自動量測地表至地底特定深度間之地層壓縮量；現場可以設定量測頻率（例如每小時量測一次）及啟動週期，數據資料儲存於自動記錄器，並定期將深層水準樁訊號回傳控制中心進行資料儲存與資料分析。截至105年底...
用水計畫摘要表,http://wise.wra.gov.tw/dataset/abstractofwaterusageplan,水利署自民國91年起依據經濟部頒「用水計畫書審查作業要點」規定，逐年辦理查核作業，以網路申報、檢討會議及現地訪查等方式以瞭解已核定用水計畫書之實際現況用水、節約用水措施及回收率之執行情形，以適時調整計畫用水量，以有效掌握區域水源開發與調控，促進國家整體水資源之有效利用。用水計畫查核機制於105年5月25日水利法修正公告施行第54條之3後已有法律位階授權...
